job_title,company,location,salary,date,url
framer-carpenter,PB13 Framing Ltd.,Kelowna (BC),$36.65 hourly,"March 11, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49086468?source=searchresults
drywall installer supervisor,Tri T Wall and Ceiling Ltd,Delta (BC),$37.50 hourly,"March 02, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49478724?source=searchresults
framer-carpenter,MNG Builders Inc.,West Vancouver (BC),$32.50 hourly,"February 28, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49023531?source=searchresults
framer-carpenter,Mudmates Construction Ltd.,Kelowna (BC),$25.00 hourly,"May 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49599837?source=searchresults
electrician,NEW TARGET ELECTRICAL LTD,Surrey (BC),$36.25 hourly,"March 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49146404?source=searchresults
carpenter,A & J Sekhon Construction Ltd,Surrey (BC),$37.00 hourly,"June 01, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49629846?source=searchresults
excavator operator,K&D Contracting Ltd,Campbell River (BC),$42.96 to $44.47 hourly,"May 14, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49513889?source=searchresults
carpenter,Hefty Construction Ltd.,Victoria (BC),$32.00 hourly,"May 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49597321?source=searchresults
painter,Hefty Construction Ltd.,Victoria (BC),$30.00 hourly,"May 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49597320?source=searchresults
painter,Gordon 'N' Gordon Interiors,Cowichan Station (BC),$18.00 to $30.00 hourly,"May 12, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49501659?source=searchresults
"mechanic helper, air conditioning",Frosty Refrigeration and Air Conditioning,Prince Rupert (BC),$26.50 hourly,"April 24, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49394343?source=searchresults
wood frame carpenter,Heredia Builder Company Inc.,Mill Bay (BC),$32.00 hourly,"April 07, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49233442?source=searchresults
finish carpenter,Kans Exteriors Ltd,Maple Ridge (BC),$37.00 hourly,"March 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49162600?source=searchresults
carpenter,RK Blossom Drywall Ltd.,Surrey (BC),$31.50 hourly,"March 06, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49058463?source=searchresults
form carpenter,Empirica Infrastructure Inc.,Burnaby (BC),$36.60 hourly,"March 05, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49541511?source=searchresults
framer-carpenter,shri guru nanak construction ltd,Surrey (BC),$36.60 hourly,"June 04, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49651210?source=searchresults
"shipwright, metal",Commodore's Boats Ltd.,Richmond (BC),$37.00 to $40.00 hourly (to be negotiated),"April 30, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49428950?source=searchresults
framer-carpenter,Gur Seva Construction Ltd,Victoria (BC),$32.00 hourly,"May 28, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49605473?source=searchresults
electrician,Electro electric ltd,Surrey (BC),$22.94 to $39.91 hourly,"May 10, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49486748?source=searchresults
carpenter,Macropus Homes,Victoria (BC),$37.00 hourly,"April 28, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49550015?source=searchresults
carpenter,CAMBRIDGE WORKFORCE INC.,Surrey (BC),$36.60 hourly,"May 05, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49459700?source=searchresults
carpenter,Wescraft Properties Ltd.,Langley (BC),$37.00 to $45.00 hourly (to be negotiated),"May 16, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49529026?source=searchresults
carpenter supervisor,Saab Framing Ltd.,Surrey (BC),$38.00 hourly,"April 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49369159?source=searchresults
Renovation manager,Floormafia Home Renovation Ltd.,New Westminster (BC),$39.00 hourly,"March 19, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49495937?source=searchresults
carpenter supervisor,Meca Forming Inc.,Surrey (BC),$38.00 hourly,"March 09, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49074627?source=searchresults
carpenter,Crystal Kitchens Ltd.,Surrey (BC),$37.00 hourly,"March 02, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49030481?source=searchresults
appliance installation supervisor,Prime Appliances,Langley (BC),$42.25 hourly,"May 04, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49453351?source=searchresults
civil engineering technologist,CIMA+,Vancouver (BC),"$75,000.00 to $83,160.00 annually (to be negotiated)","April 21, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49376505?source=searchresults
electrician,Mazzei Electric,Victoria (BC),$38.00 hourly,"May 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49600232?source=searchresults
apprentice carpenter,Northern Tropic Homes,Victoria (BC),$22.00 to $30.00 hourly,"May 22, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49564905?source=searchresults
"carpenter, houses",A & P Framing,Surrey (BC),$36.00 hourly,"May 11, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49494775?source=searchresults
general supervisor - building construction,Concretek Contractors Ltd.,Rosedale (BC),$38.00 to $39.00 hourly (to be negotiated),"March 18, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49132666?source=searchresults
bricklayer supervisor,Van den Kerkhof & Son Masonry Ltd.,Richmond (BC),$37.50 hourly,"April 28, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49416634?source=searchresults
carpenter,SEA TO SKY PRECISION CONSTRUCTION LTD,Burnaby (BC),$37.00 hourly,"May 29, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49613059?source=searchresults
carpenter,Elite M&D Homes Ltd,Surrey (BC),$36.60 hourly,"April 24, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49395568?source=searchresults
waterproofers foreman/woman,Bio-Blast Canada,Coquitlam (BC),$37.50 hourly,"April 17, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49355707?source=searchresults
carpenter,ALPHA ONE DRYWALL LTD,Kelowna (BC),$36.70 hourly,"March 24, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49166207?source=searchresults
electrician,Superb Electric,North Vancouver (BC),$36.75 hourly,"March 02, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49589837?source=searchresults
carpenter,DESTINY 05 CONSTRUCTION INC,Kelowna (BC),$37.00 hourly,"May 28, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49606477?source=searchresults
carpenter-joiner,Dentara Cabinets Ltd.,Abbotsford (BC),$37.00 hourly,"May 14, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49513745?source=searchresults
carpenter,Blueprint Concept Corp.,Victoria (BC),$37.50 hourly,"May 14, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49513140?source=searchresults
floor covering foreman/woman,System One Floor Solutions Inc,Langley (BC),"$78,000.00 annually","May 08, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49492764?source=searchresults
carpenter,Wescor Contracting Ltd.,Victoria (BC),$38.00 hourly,"May 01, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49430820?source=searchresults
carpenter,PAMIA CONSTRUCTION LTD.,Surrey (BC),$36.60 hourly,"April 17, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49356228?source=searchresults
carpenter,ACME PROP SHOP Ltd.,Burnaby (BC),$36.60 hourly,"April 28, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49414073?source=searchresults
finish carpenter,K.S Exterior Ltd,Surrey (BC),$32.00 hourly,"April 17, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49355719?source=searchresults
countertop installer,Patra Stone Works Ltd.,Surrey (BC),$37.00 hourly,"April 14, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49543500?source=searchresults
painter,International Union of Painters and Allied Trades DC38,Vancouver (BC),$33.79 to $41.75 hourly,"May 29, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49614465?source=searchresults
carpenter,Punctual Construction & Drywall Ltd.,Surrey (BC),$37.00 hourly,"May 25, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49584866?source=searchresults
asbestos removal supervisor,Proactive Hazmat & Environmental,Langley (BC),$37.50 hourly,"April 10, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49265617?source=searchresults
cabinetmaker's helper,Colonial Countertops Ltd.,Victoria (BC),$25.00 hourly,"April 01, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49204681?source=searchresults
concrete finishers foreman/woman,Jeci Services Ltd.,Vancouver (BC),$37.50 hourly,"March 30, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49196818?source=searchresults
electrician,ELECTRO ELECTRIC LTD.,Surrey (BC),$36.65 hourly,"March 30, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49196300?source=searchresults
carpenter helper,Dentara Cabinets Ltd.,Abbotsford (BC),$25.00 hourly,"March 19, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49138746?source=searchresults
carpenter,Kaile Enterprises Ltd.,Abbotsford (BC),$37.00 hourly,"April 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49388520?source=searchresults
metal fabricator,CanaSteel Rebar Services Corp.,Thornhill (BC),$27.00 to $36.60 hourly (to be negotiated),"April 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49369080?source=searchresults
carpenter,JLK Projects ltd.,Delta (BC),$36.60 hourly,"April 13, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49301995?source=searchresults
electrician,Smartwork Electrical Ltd.,Surrey (BC),$36.60 hourly,"April 06, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49589692?source=searchresults
electrician,AKKAS ELECTRICAL LTD,Surrey (BC),$36.60 hourly,"March 30, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49196311?source=searchresults
carpenter,Garpy Concrete and Restoration Ltd.,Vancouver (BC),$36.60 hourly,"March 18, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49133904?source=searchresults
swimming pool worker,Adco Pools (1993) Ltd.,North Vancouver (BC),$30.00 hourly,"March 02, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49030558?source=searchresults
painter,"Black Dog Painting, Inc.",Victoria (BC),$34.41 hourly,"May 21, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49560913?source=searchresults
electrical apprentice,Electrico Systems LTD,Surrey (BC),$36.60 hourly,"April 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49367761?source=searchresults
carpenter,VISION INTERIOR,New Westminster (BC),$36.70 hourly,"April 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49366047?source=searchresults
eavestrough installer,srs roofing,Surrey (BC),$36.60 hourly,"March 07, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49062384?source=searchresults
apprentice electrician,Rising Edge Group,Prince George (BC),$24.50 hourly,"May 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49624274?source=searchresults
apprentice electrician,Rising Edge Group,Terrace (BC),$24.50 hourly,"May 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49647784?source=searchresults
apprentice electrician,Rising Edge Group,Kelowna (BC),$24.50 hourly,"May 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49647816?source=searchresults
apprentice electrician,Rising Edge Group,Kamloops (BC),$24.50 hourly,"May 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49648087?source=searchresults
apprentice electrician,Rising Edge Group,Cranbrook (BC),$24.50 hourly,"May 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49648182?source=searchresults
apprentice electrician,Rising Edge Group,Fort St. John (BC),$24.50 hourly,"May 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49649163?source=searchresults
carpenter,straightedge Contractors inc.,Surrey (BC),$30.00 hourly,"March 19, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49139287?source=searchresults
carpenter,Team Wood Kitchen Cabinets (2009) Ltd.,Surrey (BC),$37.00 hourly,"March 16, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49117901?source=searchresults
carpenter rough,Metro Standard Insulation,Surrey (BC),$36.70 hourly,"February 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48994149?source=searchresults
Renovation manager,Quality Guaranteed Services Inc.,Burnaby (BC),$55.00 hourly,"March 05, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49048127?source=searchresults
electrical foreman/woman,Osprey Electric Ltd.,Courtenay (BC),$36.00 to $40.00 hourly,"May 12, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49501161?source=searchresults
electrical apprentice,Action Electric Ltd.,Vancouver (BC),$36.60 hourly,"May 01, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49435706?source=searchresults
electrician,District of Tumbler Ridge,Tumbler Ridge (BC),$44.92 hourly,"May 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49549364?source=searchresults
carpenter,Houston Landscapes,North Vancouver (BC),$37.00 to $40.00 hourly (to be negotiated),"April 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49369192?source=searchresults
industrial mechanic,Nanak Foods,Surrey (BC),$45.00 hourly,"April 10, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49268452?source=searchresults
countertop installer,Branda Contracting Inc.,Vancouver (BC),$37.00 hourly,"April 07, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49235112?source=searchresults
carpenter,Danma Kitchen Cabinets Ltd.,Delta (BC),$37.80 hourly,"April 01, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49207204?source=searchresults
maintenance mechanic technician - industrial,APEX ALUMINUM EXTRUSIONS,Langley (BC),$40.14 hourly,"April 01, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49206727?source=searchresults
carpenter,Westcore Siding Ltd.,Surrey (BC),$36.75 hourly,"March 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49162357?source=searchresults
carpenter,Sasquatch Woodcraft,Comox (BC),$36.60 hourly,"March 10, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49079680?source=searchresults
solar panel installer,E-NET SOLUTIONS INC.,Victoria (BC),$30.00 to $35.00 hourly (to be negotiated),"March 09, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49587598?source=searchresults
carpentry supervisor,BC Passive House,Mount Currie (BC),$38.00 to $42.00 hourly (to be negotiated),"March 09, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49070281?source=searchresults
apprentice electrician,Osprey Electric Ltd.,Parksville (BC),$21.00 to $25.00 hourly,"May 15, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49590208?source=searchresults
millwright,Pacific Energy Canada,Squamish (BC),$60.00 hourly,"May 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49634012?source=searchresults
structured cabling technician,Bosch Building Technologies,Vancouver (BC),$22.55 hourly,"May 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49648773?source=searchresults
plumbing inspector,City of Coquitlam,Coquitlam (BC),"$126,265.00 annually","May 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49552038?source=searchresults
civil engineering technologist,City of Mission,Mission (BC),$57.63 hourly,"May 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49551996?source=searchresults
carpenter,Actfast Restoration & Repairs LTD.,Surrey (BC),$31.50 hourly,"April 21, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49375326?source=searchresults
carpenter,Blackfish Homes,North Vancouver (BC),$38.00 hourly,"April 17, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49542025?source=searchresults
carpenter,EQUINOX DRYWALL LTD.,Surrey (BC),$36.65 hourly,"April 14, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49334116?source=searchresults
siding installer,MEHAR SIDING AND SUNDECK LTD.,Abbotsford (BC),$36.60 hourly,"March 30, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49196209?source=searchresults
finish carpenter,Young Era Contracting Ltd.,Burns Lake (BC),$36.75 hourly,"March 16, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49117814?source=searchresults
"carpenter, plant",Pristine Landscaping,Kelowna (BC),$37.00 hourly,"March 04, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49042353?source=searchresults
carpenter supervisor,Freeman Construction Ltd,Ladysmith (BC),$35.00 to $44.00 hourly,"June 02, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49632000?source=searchresults
"general manager - goods production, utilities, transportation and construction",Aerojet Turbine Reworks Inc.,Richmond (BC),"$170,000.00 annually","May 12, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49495481?source=searchresults
carpenter,Golden Uprising Construction Ltd.,Victoria (BC),$36.70 hourly,"May 21, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49559684?source=searchresults
renovation carpenter,Hingley Construction LTD,Kelowna (BC),$25.00 to $35.00 hourly,"May 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49599234?source=searchresults
"carpenter, maintenance",Junoacres,Chase (BC),$36.60 to $38.00 hourly (to be negotiated),"April 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49387394?source=searchresults
"carpenter, framing",BN Framing Ltd.,Abbotsford (BC),$36.60 hourly,"April 02, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49208172?source=searchresults
eavestrough installer,Alpine Gutters,Squamish (BC),$36.75 hourly,"March 30, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49196785?source=searchresults
finish carpenter,Vanmar Constructors,Abbotsford (BC),$37.00 hourly,"February 17, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48961029?source=searchresults
carpenter,The Wickaninnish Inn,Tofino (BC),$30.05 hourly,"May 15, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49522866?source=searchresults
